ProfUIN,ProfName,DepartmentName,Age,Gender
1713,Hank Zodrow,STAT,64,Male
1714,Monique Davis,BIO,67,Male
1715,Louise Sizer,STAT,42,Male
1716,Carol Clark,PSY,27,Male
1717,Casandra Murrah,ART,37,Female
1718,Rachel Piatek,STAT,54,Male
1719,David George,CHEM,35,Male
1720,Matthew Correa,ECE,58,Female
1721,Marshall Laverty,ECE,52,Male
1722,Timothy Boley,STAT,32,Female
1723,Jeffrey Gardella,ENG,51,Male
1724,John Winn,HIST,57,Male
1725,Herman Davis,HIST,61,Male
1726,Stephanie Napier,PHIL,26,Female
1727,Gloria Walsh,ECON,26,Female
1728,Matthew Rice,PHIL,30,Male
1729,Mindy Compton,PSY,54,Female
1730,Ryan Robinson,MATH,45,Male
1731,Henry Plourde,ART,29,Female
1732,Walter Warren,HIST,30,Male
1733,Ashley Case,PSY,53,Male
1734,Carl Barlowe,PSY,41,Female
1735,Albert Thompson,MUS,65,Female
1736,Angela Forbes,HIST,62,Female
1737,Warren Jackson,ASTR,47,Female
1738,Antoine Enciso,STAT,66,Female
1739,Heather Mckinney,BIO,68,Female
1740,Laraine Troutt,ECON,47,Male
1741,Thomas Trombly,MATH,28,Female
1742,Joshua Seymour,PSY,29,Male
1743,Terry Garbe,PHYS,64,Female
1744,Ruth Scott,ENG,47,Female
1745,Eric Bell,MUS,27,Female
1746,Clifford Brooks,BIO,50,Male
1747,Margaret Richards,CHEM,36,Male
1748,David Cooper,MATH,50,Female
1749,Harry Williams,PSY,61,Male
1750,Jackie Halliday,HIST,42,Female
1751,Matthew Hamilton,CHEM,44,Male
1752,Mary Prat,HIST,26,Female
1753,Maria Coty,PHIL,50,Female
1754,Rebecca Cowels,STAT,33,Female
1755,Moira Wallace,PSY,51,Female
1756,Larry Muir,MATH,64,Female
1757,Samuel Lee,STAT,61,Female
1758,Tommy Warwick,ECE,45,Male
1759,Evelyn Ramsey,ECON,54,Male
1760,Kenneth Harrison,ECON,68,Male
1761,Dan Sinclair,ASTR,25,Male
1762,Gail Davis,ECON,47,Male
1763,Santos Scott,ECON,51,Male
1764,Ruben Keith,ASTR,32,Female
1765,Daniele Flores,ECE,63,Male
1766,Donnie Lindstrom,ART,62,Female
1767,Susan Wade,ASTR,69,Male
1768,Sarah Hundley,MUS,42,Female
1769,Charlene Love,ASTR,60,Male
1770,George Jones,STAT,50,Female
1771,Terry Santiago,BIO,62,Male
1772,Brian Love,ASTR,25,Female
1773,Patricia Brunelle,HIST,31,Female
1774,Shirley Wright,BIO,33,Female
1775,Helen Gately,MATH,70,Male
1776,Curtis Newsome,ASTR,28,Female
1777,Audrey Menze,BIO,70,Female
1778,Joan Dowdy,HIST,68,Female
1779,Joyce Bates,MATH,46,Male
1780,William Williams,BIO,46,Female
1781,Caroline Casper,ASTR,69,Male
1782,Deborah Peirce,STAT,69,Male
1783,Rosalie Lewis,ENG,58,Male
1784,Alan Cleavenger,BIO,38,Male
1785,George Berson,ART,48,Male
1786,Catherine Chance,CSCE,59,Male
1787,Michael Bates,STAT,43,Male
1788,Shirley Clay,PHYS,53,Female
1789,Robin Gill,ASTR,66,Male
1790,Bonnie Hale,PSY,50,Female
1791,Margaret Perez,ASTR,50,Female
1792,Jo Brandt,STAT,55,Female
1793,Lamont Mueller,PSY,42,Female
1794,Ty Scott,STAT,60,Male
1795,Milton Curling,ASTR,53,Male
1796,Dan Friedman,ECE,31,Male
1797,Raymond Aguilar,ECE,37,Female
1798,Lawrence Huff,CHEM,38,Female
1799,Edward Baxter,PHIL,57,Male
1800,Leroy Dunkel,ECON,51,Male
1801,Curtis Pope,PSY,46,Male
1802,Miguel Neal,PHIL,46,Male
1803,Christine Pak,ART,63,Male
1804,Darrell Cogliano,CSCE,58,Female
1805,Eric Werner,BIO,65,Female
1806,Benjamin Ruiz,STAT,50,Male
1807,Kenneth Scerbo,CHEM,46,Female
1808,Anne Genna,ENG,29,Male
1809,Claude Pilling,ECE,68,Male
1810,Maria Daniels,PSY,61,Male
1811,Amy Heuer,ENG,43,Female
1812,David Dennis,ENG,46,Male
1813,Marcel Theus,MATH,54,Female
1814,Rose Daniels,CHEM,66,Male
1815,Bill Correa,ECON,30,Male
1816,David Abbott,ASTR,27,Male
1817,Lynne Markovich,PHIL,37,Female
1818,Mary Blake,PHYS,27,Male
1819,Nancy Burgess,MUS,45,Female
1820,Irene Buckmaster,BIO,58,Female
1821,Cheryl Rios,ASTR,44,Female
1822,John Badanguio,HIST,29,Female
1823,William Parker,ENG,33,Male
1824,Michael Fay,PHIL,51,Male
1825,Kevin Lewis,MUS,60,Female
1826,Carla Mcgovern,PHYS,55,Male
1827,Carolyne Lasalle,ENG,43,Male
1828,William Nguyen,CSCE,40,Male
1829,Viola Schulze,HIST,58,Male
1830,Michael England,BIO,70,Female
1831,Eric Bearce,ART,36,Female
1832,Susan Thompson,PHYS,51,Female
1833,Ryan Grant,ART,55,Female
1834,Sergio Copeland,MUS,42,Male
1835,Roger Perry,PHYS,35,Male
1836,Stacy Wilson,ECE,36,Male
1837,Edward Harrison,ASTR,57,Female
1838,Lester Mack,HIST,67,Male
1839,Ronald Benauides,MUS,51,Male
1840,Paul Powers,CHEM,37,Male
1841,Carol Christin,ECON,25,Male
1842,Karen Lower,BIO,69,Female
1843,Michelle Hannahs,PSY,63,Female
1844,Walter Frazier,ASTR,63,Male
1845,Molly Goe,ECON,34,Male
1846,Nancy Abney,ENG,36,Female
1847,Sheila Hannasch,STAT,43,Female
1848,Clarence Daugherty,MATH,54,Male
1849,Daniel Martin,ECON,41,Male
1850,Christine Bush,PHYS,51,Male
1851,Mary Buchanan,BIO,26,Female
1852,Samuel Deen,ASTR,27,Male
1853,Randy Pratt,BIO,29,Male
1854,Michael Burnett,PSY,31,Female
1855,Thomas Partin,ASTR,44,Female
1856,Glenn Vasquez,ECE,50,Female
1857,Christopher Vaught,ENG,41,Female
1858,Brian Anderson,MATH,46,Female
1859,Richard Mcclain,HIST,46,Male
1860,Verda Channell,STAT,50,Male
1861,Alton Adkison,CHEM,66,Male
1862,Earl Pruneda,ENG,60,Female
1863,Amanda King,CHEM,38,Female
1864,Jessica Distasio,ECE,27,Female
1865,Elwood Andrews,ART,66,Female
1866,Mindy Crowell,PSY,39,Male
1867,Alexander Satterwhite,STAT,64,Female
1868,Janice Harris,ECE,69,Male
1869,Richard Greenhill,HIST,69,Female
1870,Kathleen Ramirez,PHYS,48,Male
1871,Renita Post,PHIL,69,Male
1872,Jimmy Jackson,MUS,68,Male
1873,Mariana Williams,CSCE,56,Female
1874,Keith Stewart,ASTR,29,Female
1875,Ella Danz,ART,31,Male
1876,Travis Wesolowski,CHEM,67,Female
1877,Francisco Terrano,HIST,42,Male
1878,David Winters,CHEM,32,Male
1879,Joshua Nguyen,ENG,51,Male
1880,Emily Taggart,ENG,58,Male
1881,Gale Moldrem,PHYS,51,Male
1882,Karen Gooch,ASTR,53,Male
1883,James Freyman,PSY,63,Male
1884,Karon Bello,ASTR,62,Male
1885,Michael Perez,PSY,59,Male
1886,Susie Loveless,ECE,62,Male
1887,Paul Marquez,PHIL,51,Female
1888,Benjamin Farrell,ENG,28,Male
1889,Kathy Tobias,MATH,49,Male
1890,Diane Givens,MUS,49,Female
1891,Arthur Stevenson,CSCE,66,Male
1892,Lillian Oliver,PSY,51,Female
1893,Mariana Jimenez,HIST,33,Female
1894,Kimberly Carver,ENG,63,Male
1895,Eleanor Zimmerman,ENG,63,Male
1896,Pedro Lucky,MUS,40,Female
1897,Reginald Cook,MATH,35,Male
1898,Bernice Cervantez,HIST,64,Male
1899,Paula Roja,ECON,41,Male
1900,Stephanie Warden,ECE,57,Male
1901,Grace Price,CHEM,43,Female
1902,Shirley Rodriguez,ART,58,Male
1903,Anita Butler,ART,58,Female
1904,Anita Mintz,PHYS,50,Male
1905,Joseph Stevens,HIST,46,Male
1906,Marie Button,HIST,46,Male
1907,David Monson,PHIL,70,Male
1908,Joseph Shepard,HIST,69,Female
1909,Robert Gaffey,BIO,34,Male
1910,Charles Marsh,CSCE,35,Female
1911,Nettie Smith,MATH,52,Male
1912,Lamar Savage,CSCE,45,Male
1913,Effie Garcia,PSY,54,Male
1914,Manuel Worden,STAT,37,Male
1915,Norah Garcia,MATH,28,Male
1916,Sabrina Berry,MATH,34,Male
1917,Robert Farfalla,PHIL,43,Female
1918,Christopher Oppenheim,PSY,46,Male
1919,Stephen Haage,PSY,41,Male
1920,Ronald Rogers,ENG,52,Female
1921,Edward Rosenberg,STAT,59,Male
1922,Donna Papik,MUS,58,Female
1923,Kenneth Richardson,ECE,53,Female
1924,Paige Aran,HIST,39,Male
1925,Archie Thomas,MUS,38,Female
1926,Sharon Keith,ART,42,Male
1927,Edna Newton,BIO,54,Male
1928,Robert Iredale,ENG,55,Male
1929,Rachel Liles,ECE,55,Female
1930,Rebecca Temples,ECE,58,Male
1931,Shannon Curd,ECON,49,Female
1932,Brigitte Christian,ASTR,67,Male
1933,Stanley Hines,ECON,46,Female
1934,Crystal Strawn,CHEM,44,Female
1935,Shirley Cooper,ECON,69,Female
1936,Daniel Acevedo,ECE,51,Female
1937,Robert Joplin,CSCE,55,Male
1938,Adeline Williams,ENG,60,Male
1939,Sandra Frank,ECON,70,Male
1940,Carolyn Warren,BIO,56,Male
1941,John Evans,ECON,47,Female
1942,Robert Todd,CHEM,56,Female
1943,Jennifer Schafer,STAT,31,Male
1944,Bridgett Adams,PHYS,36,Female
1945,Kyle Hamilton,MUS,47,Male
1946,Josephine Pounds,ART,57,Male
1947,Victoria Mcdade,CSCE,56,Female
1948,Jennifer Daigle,ART,29,Female
1949,Tonya Scheerer,ECE,66,Male
1950,Sharla Patterson,HIST,60,Male
1951,Linda Morison,ECE,61,Female
1952,Robert Adams,PHIL,33,Male
1953,Terry Walker,MATH,33,Female
1954,Lori Hamilton,ECE,29,Male
1955,Diana Stewart,MATH,52,Female
1956,Michael Derenzo,HIST,31,Male
1957,Belva Johnson,ART,67,Female
1958,Brenda Robbins,BIO,31,Male
1959,Robert Bulter,ECON,53,Female
1960,Richard Wheeler,PHIL,25,Female
1961,Dana Moua,PHYS,40,Male
1962,Sherry Velez,ECON,64,Male
1963,Linda Long,PHYS,49,Female
1964,Margaret Hudson,PHYS,52,Male
1965,Harry Keith,CSCE,35,Female
1966,Edward Kopple,BIO,34,Female
1967,Virginia Hill,BIO,51,Male
1968,Adolfo Kelley,HIST,55,Male
1969,John Linkous,CHEM,34,Female
1970,Nathan Moore,CHEM,39,Female
1971,Arthur Kartchner,ASTR,29,Female
1972,Wesley Carroll,BIO,49,Male
1973,Richard Zuber,CHEM,44,Female
1974,Mary Nash,MUS,39,Male
1975,Heather Michalski,ECE,43,Female
1976,Glenn Harmon,CSCE,61,Male
1977,Hal Jackson,MATH,51,Female
1978,Lisa Bailey,PHIL,62,Female
1979,Lynn Collins,ASTR,25,Female
1980,Denise Gray,ASTR,34,Male
1981,Kelly Charlton,ECON,53,Female
1982,Joan Nix,CSCE,49,Female
1983,Arnold Stewart,STAT,29,Male
1984,Margot Lantrip,PHYS,37,Female
1985,Charles Zodrow,ENG,33,Male
1986,Cindy Saucier,ENG,61,Male
1987,June Cooper,CSCE,32,Female
1988,Craig Long,ENG,45,Female
1989,Della Gallaher,CHEM,31,Female
1990,Glenna Honeycutt,ASTR,35,Male
1991,Jamie Weddle,ECE,30,Male
1992,Mark Williams,CHEM,36,Male
1993,Rebecca Boles,CHEM,28,Female
1994,Timothy Hain,ART,56,Female
1995,Rhonda Ryan,CSCE,49,Female
1996,Frank Dillon,BIO,56,Female
1997,James Hinton,ECE,31,Female
1998,Charles Litzau,PHIL,43,Male
1999,Russel Kasprowicz,ENG,31,Male
2000,Joseph Martinez,ECON,25,Male
2001,Ralph Shinault,BIO,39,Male
2002,Malcolm Juarez,CHEM,66,Female
2003,Mary Apo,PHIL,50,Female
2004,Harold Finkelstein,PHIL,29,Female
2005,Marie Goeppner,PSY,68,Male
2006,James Bookman,CSCE,56,Male
2007,Erik Paniagua,PSY,51,Female
2008,Paula Low,MUS,65,Male
2009,Grace Addison,MATH,67,Male
2010,Ann Membreno,PHYS,58,Male
2011,Michelle Martin,STAT,45,Female
2012,Charles Frazier,MATH,57,Male
2013,Juan Joseph,PHIL,67,Female
2014,Mason Rines,HIST,38,Male
2015,Jennifer Shepard,PHIL,41,Female
2016,Gregory Henry,MATH,70,Female
2017,Osvaldo Smith,ART,60,Female
2018,Jon Brown,CSCE,38,Male
2019,Anna Egan,MATH,57,Male
2020,Juan Foxworth,ENG,66,Male
2021,Rebecca Vaughn,BIO,55,Female
2022,Doug Morrow,ASTR,40,Male
2023,Lisa Baier,HIST,30,Male
2024,Diane Vetter,CSCE,35,Male
2025,Joshua Salsbury,MATH,39,Male
2026,Kenneth Applegate,PHYS,59,Female
2027,Alice Bumbrey,CSCE,51,Male
2028,Gregory Lay,PHIL,57,Male
2029,James Garcia,CSCE,65,Female
2030,Michael Carter,PHYS,25,Female
2031,Shana Rogers,ECON,57,Female
2032,Nina Jones,STAT,32,Female
2033,George Kincaid,CSCE,30,Female
2034,Joseph Gunter,PSY,40,Male
2035,Thomas Schlegel,PHYS,66,Female
2036,James Hunter,ECON,54,Male
2037,Marie Mahn,ECE,32,Male
2038,William Soto,ART,66,Male
2039,Joseph Schofield,MATH,53,Male
2040,Charlie Chan,CHEM,56,Male
2041,Michele Todd,PHIL,47,Female
2042,Michelle Gagne,ENG,27,Male
2043,John Mclaurin,ECON,45,Male
2044,Angela Marion,ENG,57,Female
2045,Alfred Tobon,HIST,66,Female
2046,Donald Martin,CHEM,36,Female
2047,Denise Hitz,CHEM,49,Female
2048,Scott Mcelhaney,ECE,45,Male
2049,Maria Lawson,ART,52,Female
2050,Ana Barker,ENG,54,Female
2051,Lupe Lamson,ECE,65,Female
2052,Dorie Moore,PHYS,69,Female
2053,Valerie Thompson,HIST,53,Female
2054,Mark Joffrion,PHIL,47,Male
2055,Angela Ripley,CHEM,65,Male
2056,Cecil Mercure,ART,40,Male
2057,Tommy Berning,PSY,43,Male
2058,Ernesto Salley,PHYS,51,Female
2059,Robert Moldenhauer,MUS,25,Female
2060,Jerry Barnhart,ENG,39,Male
2061,Pamela Jean,ECE,29,Male
2062,Terry Belyoussian,MATH,30,Male
2063,Tony Wrona,HIST,37,Male
2064,Nina Agosta,CHEM,46,Female
2065,Linda Henry,PSY,56,Female
2066,Juan Dardon,PSY,49,Female
2067,Timothy Sawyer,STAT,70,Female
2068,Ellen Ahmed,MUS,59,Female
2069,Brandon Seward,ENG,62,Male
2070,Jenny Jones,MATH,26,Female
2071,Van Oliveira,ART,68,Male
2072,April Smith,CHEM,30,Female
2073,Pamela Cully,ECON,53,Female
2074,Vincent Bucci,HIST,69,Male
2075,Kimberly Harms,MATH,53,Female
2076,Richard Reed,ASTR,29,Male
2077,Linda Reed,ENG,60,Female
2078,Robert Keith,PHYS,64,Male
2079,Matt Garner,ART,69,Male
2080,Walter Jameson,ASTR,46,Female
2081,Harold Stark,CSCE,55,Female
2082,Sarah Brassard,CSCE,36,Male
2083,Lynn Lam,HIST,55,Female
2084,Johnny Manning,PHIL,55,Female
2085,Karen Brown,MATH,58,Male
2086,Robert Parsons,HIST,63,Female
2087,Edward Mccracken,CHEM,47,Female
2088,Roscoe Mills,CSCE,47,Male
2089,Jose Keister,PSY,65,Male
2090,Jerome Rivera,PHIL,54,Male
2091,Edith Bumpus,HIST,53,Female
2092,Linda Allison,ART,59,Male
2093,Sarah Ortiz,ASTR,36,Male
2094,Kimberly Watkins,BIO,57,Male
2095,Jodi Jackson,CHEM,61,Female
2096,Matthew Troyer,ASTR,28,Female
2097,Donald Evans,ECON,34,Female
2098,Connie Dickson,ASTR,29,Female
2099,Jose Mulvey,ECON,67,Male
2100,Nina Feliciano,ART,70,Female
2101,Helen Sherman,PHYS,48,Female
2102,Eddie Philbeck,CHEM,51,Female
2103,Yvonne Perez,MATH,32,Male
2104,Tawanna Green,STAT,62,Male
2105,Nicole Benge,PSY,44,Male
2106,Alice Lin,CHEM,44,Female
2107,Hui West,PHIL,34,Male
2108,Thomas Rush,CHEM,47,Female
2109,Rachael Smith,HIST,49,Male
2110,John Collins,STAT,31,Female
2111,Robert Fundora,BIO,60,Male
2112,Rex Jarman,MUS,39,Female
2113,Delbert Theall,ASTR,67,Male
2114,James Boling,ECE,49,Male
2115,Arnold Ortega,ECE,33,Male
2116,Mary Danielson,PHYS,32,Male
2117,Ricky Thor,STAT,30,Male
2118,Daniel Sanchez,MATH,43,Male
2119,Robert Johnson,STAT,57,Male
2120,Jennifer Basha,ECE,39,Female
2121,Lisa Blackwell,ECE,27,Female
2122,Lewis Hill,STAT,53,Female
2123,Nathanial Domingo,ECE,30,Female
2124,Yolanda Kay,ECE,46,Female
2125,Christina Lamy,ENG,61,Female
2126,Gerald Modica,HIST,65,Male
2127,Margaret Doyle,ECE,52,Male
2128,Torie Brown,MATH,48,Female
2129,Robert Lemke,STAT,62,Female
2130,Paul Israel,ASTR,54,Female
2131,Arlene Sonderegger,ASTR,62,Female
2132,George Saur,PHIL,25,Male
2133,Verena Edwards,STAT,37,Male
2134,Jeffrey Raef,HIST,34,Male
2135,Jose Boland,HIST,65,Female
2136,Margaret Bagwell,BIO,44,Male
2137,Barbara Smith,MATH,36,Female
2138,Gregory Paull,CHEM,54,Male
2139,Marcia Phillips,CSCE,54,Female
2140,Evelyn Hall,MATH,34,Female
2141,Mina Buchholtz,CHEM,27,Female
2142,Cynthia Mccue,MATH,31,Male
2143,Robert Young,PSY,65,Female
2144,Shirley Johnson,PSY,41,Female
2145,Jim Krein,CSCE,58,Female
2146,Michael Fortenberry,HIST,67,Female
2147,Tabitha Lundberg,CSCE,25,Female
2148,George Schreiner,PSY,26,Female
2149,Joan Shuford,BIO,68,Male
2150,Sterling Anderson,CHEM,62,Female
2151,Nelle Wagner,PHIL,54,Female
2152,Ernest Smith,MATH,25,Male
2153,Kandra Alves,STAT,52,Male
2154,Donna Keith,HIST,66,Female
2155,Charles Hecker,MUS,63,Male
2156,Laura Sims,BIO,30,Male
2157,Bruce Mallard,ART,46,Female
2158,Minh Mendoza,ENG,57,Male
2159,Jonathan Wright,CHEM,42,Male
2160,Johnny Jim,PHYS,28,Female
2161,Tammy Miyake,HIST,66,Female
2162,Salvador Munson,CSCE,56,Female
2163,Kristen Mcclendon,MUS,67,Male
2164,Ida Strief,BIO,58,Male
2165,Woodrow Walker,STAT,45,Female
2166,Natalie Clark,ECE,51,Female
2167,Amy Conner,BIO,29,Female
2168,Larry Clemans,BIO,28,Female
2169,Joyce Henson,BIO,42,Male
2170,Frank Moody,PHIL,33,Female
2171,Silvia Rucker,PHIL,30,Female
2172,Janice Dryer,MUS,66,Male
2173,Tiffany Oneal,PHYS,31,Female
2174,Amber Swirsky,PSY,48,Female
2175,Leo Nein,CHEM,69,Female
2176,Ashley Calaf,ENG,27,Female
2177,Maria Robinson,ASTR,46,Male
2178,Ann Steward,ECE,58,Male
2179,Susan Price,PHYS,51,Male
2180,Anthony Zdenek,CHEM,61,Female
2181,Michael Harmon,ART,38,Female
2182,Charles Stubbs,CHEM,70,Male
2183,Myrtle Bush,PSY,61,Female
2184,James Riveria,ART,66,Male
2185,William Fifer,ENG,45,Female
2186,Kathleen Patterson,BIO,37,Male
2187,Laurel Declue,CHEM,34,Female
2188,Joyce Manuel,BIO,40,Male
2189,Leslie Sherwood,ENG,34,Female
2190,Nancy Wagner,ECON,31,Male
2191,Dorothy Letlow,ASTR,59,Female
2192,Carlton Hoggard,PSY,25,Male
2193,Mabel Ridgway,PHYS,39,Female
2194,Gena Kessler,HIST,53,Male
2195,Roger Burke,STAT,59,Female
2196,James Scarlett,HIST,57,Female
2197,Owen Carroll,ASTR,34,Female
2198,Tracy Miles,BIO,40,Male
2199,Elaine Wilson,ART,66,Male
2200,Everett Clear,HIST,38,Female
2201,Ann Thompson,PHIL,64,Male
2202,Arthur Saska,MUS,28,Male
2203,Erasmo Barclay,ASTR,66,Female
2204,Rosie Alcorn,MATH,56,Female
2205,Barbara Soliz,PHIL,31,Male
2206,Christine Riesner,MATH,33,Female
2207,Deborah Mckinney,CSCE,28,Female
2208,Michele Amorosi,CHEM,58,Female
2209,William Perez,ECE,62,Female
2210,Stacey Gordon,BIO,43,Male
2211,John Gardner,MUS,34,Male
2212,Charley Sollars,ECE,53,Female
2213,Gary Soolua,BIO,50,Female
2214,Belle Dennis,ECE,26,Female
2215,Mike Washington,PHYS,41,Female
2216,Scott Gebhart,ECON,37,Female
2217,Lori So,ENG,34,Male
2218,Lisa Long,STAT,48,Female
2219,Ryan Traylor,MUS,66,Female
2220,Edward Elliott,BIO,46,Male
2221,Diane Robinson,CSCE,53,Male
2222,Gerda Day,MATH,35,Male
2223,Esther Trujillo,HIST,53,Female
2224,Virginia Strickland,HIST,28,Male
2225,Rebecca Milliner,ART,31,Male
2226,Jennifer Shortino,ASTR,32,Female
2227,Douglas Mcbride,PHIL,41,Female
2228,Herminia Odom,PHIL,41,Male
2229,Erica Fyall,ASTR,43,Male
2230,Joseph King,PHYS,28,Female
2231,Willie Brading,ENG,33,Male
2232,Lynne Yeates,CHEM,65,Male
2233,Nancy Dawson,ENG,50,Female
2234,Sidney Toon,BIO,33,Male
2235,Geraldine Dobbins,MATH,32,Male
2236,James Byers,STAT,52,Female
2237,Keith Porcelli,PHYS,39,Male
2238,Todd Babb,CSCE,61,Female
2239,Michelle Lanius,ENG,47,Female
2240,William Gallusser,PSY,62,Male
2241,Edwin Cannon,CSCE,41,Female
2242,Dennis Zimmerman,ECE,45,Female
2243,Rosella Myers,MATH,25,Female
2244,Haywood Bayer,ECON,45,Female
2245,Sal Muller,PHIL,45,Female
2246,Cliff Davis,STAT,44,Female
2247,Jacquelyn Redman,MATH,61,Female
2248,Judy Goebel,BIO,48,Male
2249,Ronald Linderman,CSCE,32,Female
2250,Dennis Ruble,PHIL,69,Male
2251,Robert Posada,CHEM,68,Female
2252,Deborah Megginson,STAT,40,Female
2253,Jonathan Bright,PSY,65,Female
2254,Rory Rabil,MUS,60,Female
2255,Letisha Kidwell,PHYS,57,Male
2256,Vida Mason,PHIL,44,Male
2257,Robert Brady,CHEM,69,Female
2258,Cesar Buffum,ECE,47,Female
2259,Benjamin Hartigan,CHEM,68,Female
2260,Rochelle Donald,MATH,68,Male
2261,Clair Hohl,CSCE,29,Male
2262,Sidney Sanders,ART,31,Male
2263,Logan Parker,ECE,32,Male
2264,Courtney Coleman,PHYS,42,Female
2265,Rachel Jackson,STAT,68,Male
2266,Willie Wainscott,MATH,67,Female
2267,Chester Nicholas,ART,42,Female
2268,Laura Jeffords,CHEM,45,Male
2269,Kimberly Hedger,CHEM,62,Female
2270,Robert Segal,PSY,27,Male
2271,Rebecca Hayes,CHEM,58,Male
2272,Ahmad Washington,ASTR,47,Male
2273,Gina Hembree,PHYS,37,Female
2274,Vivian Beck,PSY,42,Female
2275,Carolyn Miguel,PSY,58,Male
2276,Manuel Spencer,ENG,64,Female
2277,Theresa Viele,BIO,61,Female
2278,Elizabeth Rawls,ART,46,Female
2279,Eric James,STAT,26,Female
2280,Lai Blakenship,MUS,54,Male
2281,Jeanette Watts,PSY,33,Female
2282,Otis Coy,PHYS,36,Female
2283,Scott Heard,HIST,29,Male
2284,Katie Scott,STAT,44,Female
2285,Adah Robinson,ASTR,57,Male
2286,Susan Gutierrez,PHIL,31,Female
2287,Olivia Wallace,MUS,67,Male
2288,Penny Boisvert,MATH,54,Female
2289,Ruben Kesler,PHYS,35,Female
2290,Natasha Hellman,CHEM,32,Female
2291,Caridad Musgrave,ECON,60,Female
2292,Melvin Meczywor,PHYS,40,Female
2293,Bobbie Fitzwater,ECE,58,Female
2294,Georgia Robinson,PHYS,57,Male
2295,Mary Randall,ART,60,Female
2296,Eloisa Hernandez,CSCE,43,Female
2297,Elias Adamson,CHEM,48,Female
2298,Shane Mcneil,ART,46,Male
2299,Shirley Collier,PSY,31,Female
2300,Laura Yong,BIO,31,Female
2301,Brandon Stoops,STAT,44,Female
2302,Charlene Davidson,BIO,64,Male
2303,Linda Overbaugh,PHIL,40,Female
2304,Everett Cooper,ENG,50,Male
2305,Rodney Membreno,MUS,33,Female
2306,Michael Denning,CSCE,65,Female
2307,Tyler Dotolo,CHEM,26,Female
2308,Wanda Tillery,ART,48,Male
2309,Robert Leath,HIST,32,Female
2310,Christopher Turney,ENG,47,Female
2311,Nicole Schmidt,CSCE,47,Female
2312,Anne Brady,MATH,51,Male
2313,Joseph Swain,MUS,42,Male
2314,Taylor Massey,PHIL,55,Male
2315,Ruby Mullins,PSY,59,Female
2316,Ashley Blankenbaker,ASTR,35,Male
2317,Carl Whitener,STAT,50,Female
2318,Trina Oregel,HIST,59,Female
2319,Thomas Flores,STAT,57,Female
2320,Bobby Hayes,ECON,33,Female
2321,Bradley Smith,CSCE,41,Male
2322,Beverly Rehfield,ART,56,Male
2323,Janene Vanwingerden,ART,63,Male
2324,Christa Montilla,ENG,42,Female
2325,Dannette Aguilera,MATH,60,Male
2326,Dolly Ardon,ECON,28,Male
2327,Jeffrey Black,CHEM,49,Female
2328,Cynthia Thissen,ECON,65,Female
2329,Doris Chaney,HIST,62,Female
2330,Erin Leslie,HIST,70,Male
2331,Guadalupe Raabe,ENG,53,Male
2332,Ann Farris,PHIL,70,Female
2333,Joe Schueler,PHIL,35,Female
2334,Troy Emig,ASTR,56,Female
2335,Kitty Mccann,ENG,45,Male
2336,Dennis Schwab,PSY,67,Male
2337,Jaqueline Filip,ECON,47,Male
2338,Bill Barron,ASTR,28,Female
2339,Bernard Johnson,ASTR,59,Male
2340,Ellen Heath,PHYS,25,Female
2341,Carol Burwell,ART,66,Female
2342,Earl Hoobler,PHYS,26,Male
2343,June Stpeter,ECE,68,Female
2344,David Mauro,ART,64,Male
2345,Lindsay Baldwin,ENG,27,Female
2346,Gisele Turner,HIST,68,Female
2347,Rhea Waldo,PSY,32,Female
2348,John Moreno,PHIL,52,Female
2349,Andrew Marchetti,ART,59,Male
2350,Judy Johnson,BIO,26,Male
2351,Roger Miller,PHYS,27,Female
2352,Esther Tapia,ART,64,Male
2353,Charles Simmons,ECE,41,Female
2354,Joyce Robertson,MUS,65,Male
2355,Tammy Robbins,BIO,50,Female
2356,John Gulotta,MUS,51,Female
2357,Josephine Anderson,ART,29,Female
2358,Mary Torres,CSCE,35,Male
2359,Lynn Hattaway,HIST,53,Female
2360,Gerald Hooten,ENG,53,Female
2361,Cristal Grundy,MUS,43,Male
2362,Leslie Curran,PHIL,33,Male
2363,Richard Chester,ECON,63,Male
2364,Felicia Ward,PHYS,67,Female
2365,Maya Matelski,PSY,44,Female
2366,James Brown,MATH,32,Female
2367,Miriam Gomez,PSY,50,Male
2368,Dorothy Crain,ECE,43,Male
2369,Susan Jones,MATH,70,Female
2370,Patricia Hanson,PHYS,47,Female
2371,Gloria Valerius,BIO,28,Male
2372,William Petty,PHIL,41,Female
2373,Rose Bell,ART,53,Male
2374,Jessie Crooks,HIST,27,Male
2375,Chris Spiers,ART,49,Male
2376,Ronnie Guyer,MATH,33,Female
2377,Javier Barrett,BIO,68,Female
2378,Barbara Robinson,ASTR,30,Male
2379,Vivian Storey,BIO,70,Female
2380,Margarette Peets,BIO,64,Male
2381,Steve Benn,PHYS,50,Female
2382,Howard Hall,PSY,54,Female
2383,Jacqueline Cook,CSCE,55,Female
2384,Melissa Carpenter,PHYS,32,Male
2385,Susan Anderman,STAT,40,Male
2386,Marion Craft,ECE,47,Male
2387,David Phillips,PSY,59,Female
2388,Carolyn Dromgoole,ENG,30,Male
2389,Amber Mcilhinney,ENG,64,Male
2390,Kathleen Rankin,ENG,46,Female
