UIN,StuName,BirthYear,Gender,Phone,Major
11504,Jamila Sneed,2000,Female,4.881576461,Art
11505,Brian Dougherty,2002,Male,2.552163065,Chemistry
11506,Randall Tolley,2000,Male,1.532399111,Philosophy
11507,Beverly Johnson,2000,Female,6.133837311,Engineering
11508,Jeffrey Florio,2000,Female,6.634965719,Computer Science
11509,Norma Billups,1999,Female,1.801069587,Chemistry
11510,Johnny Thompson,2000,Female,4.310198705,Engineering
11511,Patricia Lapierre,1999,Female,2.715294139,Music
11512,Anna Simmons,2005,Female,6.56881644,Engineering
11513,Diane Field,2003,Female,5.470626455,Philosophy
11514,Nell Santana,2001,Male,3.56347006,Economics
11515,Bradley Foster,2002,Female,7.954507578,Mathematics
11516,Hope Moore,2001,Female,6.777411989,Art
11517,Homer Ferrell,2002,Male,8.102172521,Mathematics
11518,James Greer,2004,Male,8.929001736,Economics
11519,Gary Williams,2003,Female,7.185141371,Electrical Eng
11520,Earl Palmer,2002,Male,7.563435862,Statistics
11521,Frances Meyers,2003,Female,3.489826002,Psychology
11522,Sarah Stern,2000,Male,5.48695461,Mathematics
11523,David Thibodeaux,2003,Female,2.569117486,Economics
11524,Rosemary Perry,2002,Male,5.728477158,History
11525,Ruby Bernard,2003,Female,6.50308208,Electrical Eng
11526,Sandra Smith,2003,Female,8.814652805,Art
11527,Ruth Skinner,2001,Male,3.170672287,Electrical Eng
11528,Bong Springfield,2001,Male,2.32145777,Statistics
11529,Jill Mcentyre,2001,Male,8.486729448,Mathematics
11530,Robert Stern,2003,Female,4.823830733,Psychology
11531,Moises Moore,2001,Male,6.146658361,Chemistry
11532,David Bricker,2005,Male,1.466923009,Statistics
11533,Charles Knights,2004,Female,5.475022563,History
11534,Clemente Wittstock,2001,Male,5.805543977,History
11535,Dennis Lee,2005,Female,4.25795975,History
11536,Lilly Mitchell,2002,Female,8.906040935,Economics
11537,Lori Jarquin,2005,Female,8.279546273,Physics
11538,James Green,2001,Female,9.752338175,Art
11539,Walter Slough,2005,Male,4.829312356,Philosophy
11540,Eugene Malave,1999,Male,4.174596793,Engineering
11541,Alejandro Mauldin,2002,Female,2.360249111,Mathematics
11542,Joan Wise,2004,Female,7.576472553,Economics
11543,Clinton Bolling,2003,Male,8.280527646,Mathematics
11544,Arthur Malone,2004,Male,4.447390113,Computer Science
11545,Shanna Cruz,2004,Female,2.512319819,Physics
11546,Terence Nolen,1999,Female,5.492270099,Philosophy
11547,Nickolas Ross,2002,Female,7.908131928,Electrical Eng
11548,Brenda Ladd,2005,Female,2.841412964,Statistics
11549,Frank Morgan,2001,Female,4.213861288,Economics
11550,Tim Torres,2000,Male,4.140468077,Biology
11551,Melissa Freeman,2005,Male,1.480900003,Art
11552,Elena Wardlow,2003,Male,6.6707766,Mathematics
11553,Samuel Hernandez,2000,Male,7.773284847,Art
11554,Josephine Bott,2000,Male,5.466783793,Philosophy
11555,Edward Gonzales,2004,Male,9.453857618,Chemistry
11556,Stephen Walden,2004,Female,9.888553364,History
11557,Viola Romero,2000,Male,9.460556939,Engineering
11558,Misty Nance,2004,Female,3.874200742,Engineering
11559,Brian Burch,2003,Female,2.1754994,Electrical Eng
11560,Marlena Stevenson,2003,Female,2.863505922,Philosophy
11561,David Sojka,1999,Male,5.779042232,Biology
11562,Kurtis Ray,2000,Female,1.472594328,Art
11563,Veronica Taylor,2004,Female,5.150324076,Music
11564,Curtis Bailey,2005,Male,2.25238792,Economics
11565,Ronald Babin,2003,Male,2.203392692,Biology
11566,Gloria Schimke,2002,Female,5.75673597,History
11567,Stacy Sparkman,2002,Female,6.749562187,Chemistry
11568,Edward Ruiz,2004,Male,8.213965831,Music
11569,Ruth Clapper,2005,Male,9.449978147,Physics
11570,Ralph Kissinger,2004,Male,8.647121848,Mathematics
11571,Marvin Kaleta,2002,Male,4.518864904,Computer Science
11572,Lynn Sanders,2004,Female,8.76840969,Chemistry
11573,John Roark,2004,Female,8.457606594,Astronomy
11574,Catherine Rios,1999,Male,7.997259006,Art
11575,Timothy Terry,2004,Male,2.25623556,Psychology
11576,Joshua Mcmanus,1999,Male,8.797257744,Philosophy
11577,Leslie Taylor,2000,Male,1.880987041,Computer Science
11578,Clarence Ferguson,2004,Male,3.83931493,Mathematics
11579,Deborah Mcculler,2004,Female,9.7736409,Electrical Eng
11580,Timothy Brinson,2001,Female,9.224787134,Statistics
11581,Alice Tanner,2004,Male,4.577324896,Statistics
11582,Ann Ornellas,2001,Male,9.22195601,Electrical Eng
11583,James Wallis,2005,Male,7.383690571,Chemistry
11584,Jackie Smith,2000,Male,1.841615372,Art
11585,Robbie Thon,2002,Male,1.477131957,Music
11586,Carol Vancuren,2003,Female,8.633281835,Mathematics
11587,David Simoneau,2004,Female,1.742136876,Engineering
11588,James Slone,2000,Male,7.480334543,Computer Science
11589,Jessica Hackney,2002,Male,6.82856217,Computer Science
11590,John Krumroy,2000,Female,6.117507208,Physics
11591,Curt Cawthon,2005,Female,7.780545768,Philosophy
11592,Joanna Clark,2003,Male,7.549992284,Computer Science
11593,Daniel Mims,2003,Female,1.632073646,Music
11594,Laura Renova,1999,Female,5.863910718,Mathematics
11595,Sandra Morgan,2000,Male,8.963181492,Statistics
11596,Anne Gipson,1999,Male,2.484920091,Statistics
11597,Robin Ramirez,2000,Female,9.944458568,Music
11598,Linda Blazer,2003,Male,1.903694557,Mathematics
11599,Soraya Vito,1999,Male,5.243944315,Psychology
11600,Eric Sunderland,2003,Female,5.960195674,Mathematics
11601,Elsie Shade,2004,Female,7.862519919,Art
11602,Jacob Mccammon,2001,Female,7.21780531,Chemistry
11603,Franklin Rochester,1999,Female,8.257586933,Electrical Eng
11604,Charles Avery,2005,Female,7.783401573,History
11605,Alfredo Mitchell,2004,Female,9.84033366,Biology
11606,Daniel Cruz,2003,Male,7.152230121,History
11607,Cecil Fisher,2004,Male,9.225249808,Astronomy
11608,Joseph Beamer,2004,Female,9.388316477,Electrical Eng
11609,Kimberly Jacobsen,1999,Female,4.387052384,Economics
11610,Edgar Conrad,1999,Female,3.906064397,Art
11611,Gary Clukey,2001,Female,3.32329708,Computer Science
11612,Mary Ramos,2003,Female,1.25219626,Biology
11613,Melissa Morrill,2001,Female,1.690995609,Engineering
11614,William Ward,1999,Female,2.530397229,History
11615,Jennifer Freeman,2004,Male,7.780758145,Statistics
11616,Alice Rothermich,2003,Female,2.823083079,Art
11617,Joseph Cruz,2002,Male,4.198181268,Statistics
11618,Daniel Batie,2003,Male,7.351075119,Philosophy
11619,Denise Martinez,2005,Male,6.573949683,Electrical Eng
11620,Esther Williams,2000,Male,2.900791211,Computer Science
11621,Helen Allen,2001,Male,9.385470551,History
11622,Johnnie Wilson,2000,Male,6.472115367,Mathematics
11623,Nancy Cole,2003,Male,2.199170312,Electrical Eng
11624,Camille Miller,2001,Female,3.780440108,Computer Science
11625,Keith Mason,2004,Female,5.776130919,Astronomy
11626,Vincent Dill,2004,Male,2.852720876,Electrical Eng
11627,Melissa Lovejoy,2003,Male,4.79483099,Art
11628,Darnell Thornhill,2003,Female,5.71678541,Economics
11629,Marty Leung,2004,Female,8.398902684,Music
11630,Roxanne Tai,1999,Male,5.363600118,Statistics
11631,Melvin Daniel,2002,Male,2.620005784,Mathematics
11632,Warren Rodriquez,2001,Male,9.210642289,Statistics
11633,Preston Smith,2000,Female,5.646193993,History
11634,Emily Wright,1999,Male,5.844696619,Mathematics
11635,John Barbee,1999,Male,2.507688216,Art
11636,Frederick Cox,2002,Female,2.194254717,Chemistry
11637,Ernestine Miller,2000,Male,3.721984802,Electrical Eng
11638,Joyce Young,2002,Female,3.422328239,Statistics
11639,Rudy Smith,2000,Female,5.220938553,Engineering
11640,Pearl Glover,2003,Female,9.559593017,Physics
11641,Daryl Shealy,2002,Male,1.513891629,Mathematics
11642,John Smith,2002,Female,6.306224174,Chemistry
11643,Eunice Blind,2003,Female,6.76913425,Statistics
11644,Betty Traylor,2004,Male,7.333047733,Astronomy
11645,Jessica Garcia,2001,Male,9.959603417,Computer Science
11646,Edith Notti,1999,Male,6.592717857,Computer Science
11647,James Savage,2005,Female,5.472869644,Statistics
11648,Andrew Thomas,2002,Male,4.846711195,Economics
11649,Randall Vanschoick,2002,Male,4.84165314,Chemistry
11650,Casey Smith,2003,Male,8.96018667,History
11651,James Foley,2001,Male,6.403212688,Computer Science
11652,Andrew Getzschman,2004,Female,1.210851363,Computer Science
11653,Joline Lucas,2001,Female,4.68791921,Physics
11654,Erika Wester,2002,Female,5.929227443,Economics
11655,William Culliton,2003,Female,7.114644324,Biology
11656,Susan Turner,1999,Male,9.715258587,Chemistry
11657,Karen Booker,2004,Female,4.307467259,Physics
11658,George Earle,2004,Male,9.641013374,Art
11659,Carla Dunlap,2003,Male,5.81136611,Philosophy
11660,Michael Thompson,2000,Male,8.451890127,Chemistry
11661,Laura Bradshaw,2001,Male,9.141349222,Philosophy
11662,Benton Beltran,1999,Male,6.444300526,Electrical Eng
11663,Robert Henderson,2000,Female,6.487761177,Astronomy
11664,Michael Cantu,2004,Female,9.581712209,Biology
11665,Floyd Cuevas,2004,Male,5.167506375,Engineering
11666,Maria Waterer,1999,Male,4.533486694,Mathematics
11667,Margaret Hanson,2002,Female,7.725987469,Music
11668,Guillermina Linares,2001,Male,8.163258157,Music
11669,Mary Spillman,2004,Male,3.682828117,Biology
11670,Lauren Whisenant,1999,Male,9.855657735,Art
11671,Karolyn Mata,1999,Male,9.67688452,Economics
11672,Janice Petermann,2000,Female,6.18153763,Art
11673,Joseph Bradfield,2002,Male,5.436593991,Astronomy
11674,Betty Roth,2002,Female,9.54972811,Chemistry
11675,George Bynoe,2003,Male,2.331814221,Computer Science
11676,Bill Dannenberg,2002,Female,5.258483572,Music
11677,Marcos Wallace,1999,Male,1.833880304,Biology
11678,Elizabeth Alvarado,2001,Male,5.211486767,Psychology
11679,Kelly Cervone,2002,Male,2.282439518,Physics
11680,Courtney Wright,1999,Male,5.648943491,Mathematics
11681,Diane Gullett,2001,Female,7.671550733,Chemistry
11682,Enid Brown,2005,Female,7.699051169,Biology
11683,Gregory Chase,2000,Male,1.950680511,Mathematics
11684,Brigitte Macias,2000,Male,9.2725136,Computer Science
11685,Adriana Emberton,2001,Female,7.304467095,Computer Science
11686,Eric Gomez,2002,Male,8.807625651,Psychology
11687,James Gonzalez,1999,Female,5.162423459,Philosophy
11688,Charles Stammer,2005,Male,1.634164842,Economics
11689,Odette Rogers,2001,Male,3.76159583,Psychology
11690,Beatrice Pelletier,1999,Male,1.31669564,Economics
11691,Stephen Piper,2005,Female,4.764723952,Economics
11692,Edward Valentine,2002,Male,1.512848709,Electrical Eng
11693,John Palmer,1999,Female,6.864433816,Chemistry
11694,Keith Freeman,2005,Male,4.399559475,History
11695,Frances Grover,1999,Female,2.3941445,History
11696,Kenneth Goldstein,2005,Female,2.921882051,Philosophy
11697,Rachel Garcia,2003,Female,3.500524653,Mathematics
11698,Michael Simila,2002,Female,8.53227204,Music
11699,Elizabeth Willoughby,2004,Female,3.466862275,Philosophy
11700,Laura Currence,2001,Female,5.113550828,Statistics
11701,Michael Seburg,2002,Female,9.643786367,Art
11702,Scott Blum,2003,Male,3.347495642,Chemistry
11703,Lena Lopez,2004,Male,5.324493942,Computer Science
11704,Samantha Fraley,2002,Female,5.353322446,Computer Science
11705,Susan Huppert,2001,Male,4.325823953,Engineering
11706,Latanya Alder,2001,Male,1.374972695,Electrical Eng
11707,James Campbell,2002,Male,7.857241812,Statistics
11708,Ramona Billings,2001,Male,2.914768042,Biology
11709,Felicia Roberts,1999,Male,4.534723845,Computer Science
11710,Elizabeth Stanley,2002,Male,1.711676171,Statistics
11711,Jerry Collins,2001,Female,4.78528137,Electrical Eng
11712,Claudia Graves,2002,Male,1.899186128,Psychology
11713,Mary Rusin,2005,Male,3.220744196,Physics
11714,David Hennessy,2005,Female,5.113046029,Statistics
11715,David Reyes,2001,Female,4.935246739,Chemistry
11716,Lorna Harrison,2003,Female,8.86969231,Statistics
11717,Steven Johnson,2001,Male,8.575742972,Astronomy
11718,Edward Nall,2002,Male,9.319217931,Biology
11719,Lisa Stein,2004,Female,5.647365651,Physics
11720,Barbara Zeller,2000,Male,7.877530982,Engineering
11721,Carolyn Decelles,2004,Male,3.574667442,Statistics
11722,Susan Mariano,2002,Female,8.190926776,Physics
11723,Mary Menard,1999,Male,1.974738828,Statistics
11724,Kent Webster,1999,Female,4.966437912,Electrical Eng
11725,Gerald Bell,2003,Male,8.865585226,Physics
11726,John Hannah,2001,Male,4.179846433,Computer Science
11727,Martha Stubblefield,2004,Female,3.536759566,Physics
11728,James Bishop,1999,Male,3.909305425,Mathematics
11729,Charles Harris,2004,Female,5.138922893,Art
11730,Rose Shortt,2003,Male,3.963479919,Physics
11731,Lynnette Sajovic,2001,Male,6.167818851,Economics
11732,Don Goodrich,1999,Female,9.452763704,Electrical Eng
11733,Charles Fager,2001,Female,8.819086647,Art
11734,Debra Lain,1999,Male,2.9728957,Biology
11735,Audrey Allgood,2000,Female,7.109777097,Statistics
11736,Timothy Johnson,2004,Female,9.378636753,Astronomy
11737,Sarah Esposito,2002,Male,3.840100855,Astronomy
11738,Michael Phillips,2001,Female,8.806786005,Psychology
11739,Aida Wiersma,2004,Male,9.820890794,Engineering
11740,Salvador Shifflett,2003,Male,8.41140391,Physics
11741,Florence Sewell,2003,Female,9.421333336,Engineering
11742,Edith Bild,2001,Male,4.564419073,Philosophy
11743,Rebecca Mills,2002,Male,8.692357732,Mathematics
11744,James Gardner,2002,Male,4.392529425,Economics
11745,Nancy Younker,2001,Female,8.51682988,Art
11746,Kristi Rochford,1999,Female,2.472111094,History
11747,Ann Carter,2003,Male,5.536725868,Art
11748,Richard Ricci,2001,Male,9.71429484,History
11749,Virginia Burdick,2000,Male,8.714582972,Engineering
11750,Jamie Bohlke,2001,Female,3.385386774,Engineering
11751,Cynthia Batchelder,2000,Male,8.311058008,Music
11752,Alvin Back,1999,Male,2.545542838,Engineering
11753,Tessie Gerber,2003,Male,6.130010075,Mathematics
11754,Michael Whitten,2001,Female,5.215079136,Psychology
11755,Johnnie Singleton,2003,Male,2.929313033,Psychology
11756,Betty Wilson,1999,Female,8.157503609,Physics
11757,Anthony Scerra,2003,Female,6.719098821,Astronomy
11758,Zoe Somerville,1999,Female,6.503397965,Physics
11759,Jules Belka,2002,Female,8.765461433,Astronomy
11760,Timothy Mayberry,2000,Female,4.995443996,Engineering
11761,Antonio Mayer,2003,Male,7.116732084,Philosophy
11762,Brandon Ortiz,2004,Male,8.902160088,Computer Science
11763,Charles Holt,2001,Male,5.409857813,Statistics
11764,Jennifer Ester,2003,Male,9.16887053,Psychology
11765,Edmond Ruff,2004,Female,1.45071099,Astronomy
11766,Todd Larson,2002,Male,6.69453152,Mathematics
11767,Charles Hoffman,2005,Male,9.61741099,History
11768,Doris Traughber,2001,Male,4.190165451,History
11769,Wendy Murray,1999,Male,9.746131417,Biology
11770,Misty Lopez,2003,Female,9.918453143,Astronomy
11771,Joyce Morgan,2000,Female,6.849617699,Economics
11772,Tonya Cooper,2004,Male,2.834280487,Economics
11773,Marvin Anderson,2005,Male,5.71463067,Statistics
11774,Seth Mccollum,2001,Female,9.126050609,Chemistry
11775,Miguel Maner,2003,Female,3.207312581,Statistics
11776,Gail Bench,2001,Male,2.449384735,Engineering
11777,Adam Heath,2001,Female,5.52906354,Philosophy
11778,Thomas Farr,2003,Male,8.976736638,Statistics
11779,Boyd Pearson,2000,Female,9.630554712,Astronomy
11780,Joan Elkins,2000,Female,6.817149308,History
11781,Mathew Araujo,2000,Female,8.569318391,Psychology
11782,Peter Cannone,1999,Female,8.116317782,Engineering
11783,Travis Pittman,1999,Female,9.631744837,Biology
11784,Victor Hadsell,2000,Female,4.311596716,Art
11785,Karon Evers,1999,Female,3.619087955,History
11786,Edna Wagner,2000,Male,2.601594519,Music
11787,Cruz Sciabica,2005,Female,1.864901545,Psychology
11788,Richard Corley,2003,Female,8.138869627,Statistics
11789,Gregory Sabin,2000,Female,1.779287319,Physics
11790,Mitchell Lucas,2004,Male,8.424047085,Computer Science
11791,Josh Le,2005,Male,7.748672485,Mathematics
11792,Lois Tunson,2004,Female,5.6244103,Computer Science
11793,Mark Ward,2005,Male,9.297778686,Music
11794,Ruth Gunn,2001,Female,1.21174515,Electrical Eng
11795,Brian Hardison,2004,Female,1.763599438,History
11796,Ramona Carter,2005,Female,5.81279387,Music
11797,Teresa Clinton,2003,Male,4.271665869,Philosophy
11798,Brenda Constantine,2002,Female,8.190010299,Mathematics
11799,Benny Brock,2001,Male,6.156045684,Music
11800,Roni Raby,2004,Female,1.792588121,Engineering
11801,Roy Simmons,2000,Male,3.2261847,Music
11802,Francis Brown,2001,Male,4.52033375,Mathematics
11803,Joseph Kaman,2004,Male,8.75296836,Music
11804,Ryan Nagle,2001,Female,7.184548646,Art
11805,Constance Reevers,2005,Female,2.50118995,Economics
11806,Clarence Cheek,2000,Female,6.997274863,Music
11807,Lena Jones,2005,Male,9.934412066,Electrical Eng
11808,Julie Knight,2002,Male,9.711594606,Psychology
11809,Lance Sanders,1999,Female,8.840610052,Statistics
11810,David Fox,1999,Male,5.25706723,Biology
11811,Jessie Greene,2005,Male,3.76738188,Computer Science
11812,Emily Holloway,2003,Male,3.550884215,Electrical Eng
11813,Cynthia Roger,2001,Male,7.120825564,Statistics
11814,Lori Johnson,2003,Female,6.614294723,Biology
11815,Susie Wilson,2004,Male,5.679125751,Biology
11816,Shirley Cusimano,2001,Female,2.20107045,Statistics
11817,Marian Levitz,2002,Female,3.529659981,Mathematics
11818,Viola Vigil,2000,Male,6.652102115,Art
11819,Albert Hinson,2001,Female,2.372340056,Philosophy
11820,Jorge Ortiz,2003,Female,4.475837338,Engineering
11821,Clara Czarnecki,2001,Female,5.2176978,Art
11822,Gary Bell,2003,Female,6.29175964,Philosophy
11823,Maria Travis,2003,Male,9.882399603,Engineering
11824,Kellie Gaylor,2004,Female,7.785012332,Music
11825,Vaughn Harris,2001,Male,3.740538739,Economics
11826,Francisca Gallagher,2005,Male,8.812972133,Engineering
11827,Vickie Presley,2000,Female,9.67610688,Physics
11828,Carl Russo,2004,Male,2.509335649,Statistics
11829,Jessica Fortier,2000,Female,3.775715158,Psychology
11830,Ruthie Stidham,2005,Female,1.119263531,Physics
11831,Sallie Walker,2004,Female,3.607288436,Psychology
11832,Patrick Vestal,1999,Female,4.937826391,Physics
11833,Daniel Prevost,2003,Male,8.60608771,Biology
11834,Suzanne Foulk,2000,Female,3.812697432,Psychology
11835,Robert Johnson,2004,Male,7.875111738,Music
11836,John Smith,2002,Male,2.378498276,Chemistry
11837,Grant Moller,1999,Male,5.868494331,Psychology
11838,Willie Cortez,1999,Male,5.270319651,History
11839,Zachary Norris,2005,Male,1.959092742,Biology
11840,Ebony Coleman,2003,Male,6.544617282,History
11841,Russell Boswell,2000,Female,6.22284569,Economics
11842,Fred Wilson,2002,Male,1.26302206,Astronomy
11843,Douglas Crafton,2005,Female,7.314898093,Music
11844,Kathryn Simms,2005,Female,8.984628003,Astronomy
11845,Joel Spencer,2000,Male,9.39139964,Astronomy
11846,Ann Keitsock,2002,Male,2.24063051,Astronomy
11847,Patricia Gray,2005,Female,6.201301306,Statistics
11848,Eugenia Paulino,2001,Male,3.988724717,Engineering
11849,Aletha Gorsky,1999,Female,7.348695938,History
11850,Mitchell Moses,2005,Male,6.905316441,Art
11851,Denise Ellison,2002,Female,3.568564399,Music
11852,Christine Davis,1999,Female,7.88612837,Engineering
11853,Victor Morgan,2002,Male,3.537022438,Chemistry
11854,Shameka Carchi,2005,Male,3.488945097,History
11855,Katherine Weibe,2004,Female,5.20833131,Physics
11856,Sue Davis,2005,Male,7.749007394,Statistics
11857,Terri Hardy,1999,Female,3.1750917,Art
11858,Ramona Mertens,2004,Male,9.339561278,Economics
11859,Timothy Simpson,2005,Female,3.333504429,History
11860,Sharon Rice,1999,Male,3.254407785,Art
11861,John Allen,2004,Female,5.373499736,Economics
11862,Stanley Tuthill,2005,Male,8.175330081,Computer Science
11863,Antoine Oconnell,2002,Male,6.99364864,Philosophy
11864,Joan White,2005,Female,8.987971931,History
11865,Jeanette Cummings,2005,Female,7.659383264,Astronomy
11866,Deborah Morgan,2003,Female,3.870846004,Chemistry
11867,Virgil Studer,1999,Female,1.618649654,Biology
11868,Sandra Shortino,2003,Male,6.368406387,Psychology
11869,Richard Jones,2000,Male,2.575066001,Economics
11870,George Helsel,2004,Male,3.82481546,Philosophy
11871,George Currie,2004,Female,1.759903513,Chemistry
11872,Scott Wallace,2003,Male,2.416469152,Statistics
11873,Tammara Dealba,2005,Female,8.640986182,Economics
11874,Donald Mcgregor,1999,Female,4.589859277,Biology
11875,Barbara Lynch,1999,Female,5.682925148,History
11876,Shawn Pless,2002,Male,3.551874889,Electrical Eng
11877,Delia Mitchell,1999,Female,1.609383542,Electrical Eng
11878,Virginia Godfrey,2002,Female,8.821190508,Astronomy
11879,David Santiago,2002,Female,7.722178331,Biology
11880,Lynn Wattles,2003,Male,2.909643475,Electrical Eng
11881,Rose Montemayor,2003,Female,1.280278153,Electrical Eng
11882,Marian Cohen,2001,Female,3.12267173,Computer Science
11883,James Smith,2004,Female,9.28256709,Music
11884,Scott Farr,2005,Male,2.879807148,Art
11885,Richard Bratton,2003,Male,5.758066851,Astronomy
11886,Jerry Whitted,2002,Female,9.569172282,Engineering
11887,Ralph Zinger,2002,Female,7.584121916,Electrical Eng
11888,Dawn Saavedra,2003,Male,3.632383978,Mathematics
11889,Eva Coleman,2003,Female,2.484157094,Electrical Eng
11890,Bob Macon,2004,Male,6.244115191,Computer Science
11891,Harold Gauthier,2004,Female,7.4528814,Chemistry
11892,Corey Yarbrough,2002,Male,1.436567948,Chemistry
11893,Deborah Ingle,2002,Female,3.942947758,Art
11894,Jeannie Barnes,2003,Female,9.271813418,Chemistry
11895,Randy Stegall,2002,Male,1.240911093,Economics
11896,Marilyn Gordon,2001,Female,3.383775406,Engineering
11897,Catherine Vang,2005,Male,2.51980752,Psychology
11898,Rita Nunez,1999,Female,9.32191621,Computer Science
11899,Brian Bell,2002,Male,3.312476245,Statistics
11900,Kathleen Poplin,1999,Male,4.137991953,Music
11901,Evan Grondin,2004,Male,5.384340357,Astronomy
11902,Antoinette Morris,2002,Male,9.784012904,Psychology
11903,Maria Anton,2005,Male,2.795409849,Chemistry
11904,James Stepp,2004,Male,4.687082959,Psychology
11905,Jennifer Poche,2001,Female,2.579754605,Music
11906,Luz Dow,2004,Female,6.717645474,Philosophy
11907,Irma Schenck,1999,Male,1.354469274,Statistics
11908,Dorothy Denis,2003,Female,2.502584098,Computer Science
11909,Ruth Peters,2001,Male,1.482522267,Biology
11910,Patricia Keith,2004,Male,6.913411824,Engineering
11911,Melanie Vandestreek,1999,Male,5.64471889,Philosophy
11912,Anthony Muir,1999,Female,2.267929586,Philosophy
11913,Mary Ward,1999,Male,1.81812468,Statistics
11914,Sandra Goodall,2004,Male,7.46203148,Biology
11915,Michael Savage,2005,Male,8.575743442,Philosophy
11916,Catherine Reid,2001,Female,2.755682329,Psychology
11917,Amie Bivins,1999,Female,6.437914875,Philosophy
11918,Jackson Williams,2002,Female,1.769417881,Computer Science
11919,Jeanna Defabio,2000,Female,9.289500655,Psychology
11920,David Myers,2003,Female,5.73469526,Art
11921,Barbara Perry,2003,Male,5.832766369,Computer Science
11922,Brian Reff,2004,Female,1.55692004,Chemistry
11923,Anne Hicks,2000,Female,8.116224262,Biology
11924,Jade Smith,2003,Male,8.117119876,Art
11925,Thaddeus Coyne,2003,Male,6.319777147,Electrical Eng
11926,Tamara Murrell,2001,Female,2.350787586,History
11927,Zachary Pereira,2004,Male,7.129741441,Physics
11928,Charlotte Fry,2000,Female,7.173569301,Philosophy
11929,Brian Rosario,2001,Female,6.604245058,Engineering
11930,Jose Manuel,2005,Female,5.737159338,Biology
11931,Walter Byers,2001,Female,8.33390575,Chemistry
11932,Lori Harman,2000,Male,7.88908713,Computer Science
11933,Theodore Givens,2000,Female,2.673344098,Music
11934,Mark Keefe,2001,Male,7.298283411,Engineering
11935,Timothy Jackson,2002,Male,6.53994137,Computer Science
11936,Patricia Hodge,2004,Female,5.880442905,Music
11937,Doris Strickland,2003,Male,4.841654045,History
11938,Amanda Williams,2001,Male,4.404547624,Art
11939,Garrett Yap,2004,Male,1.674617457,Chemistry
11940,Matt Stafford,2004,Male,9.952046426,Computer Science
11941,Teresa Kneeland,2002,Female,3.248716746,Art
11942,Oscar Blaze,2005,Female,5.699229092,Statistics
11943,Todd Briel,2001,Male,3.741088076,Astronomy
11944,Frank Glenn,1999,Male,8.23803942,Philosophy
11945,Laura Checca,2005,Female,4.521031076,Music
11946,Kay Foreman,1999,Female,4.147887195,Mathematics
11947,Drew Barragan,2001,Male,5.866901532,Statistics
11948,Paul Becker,2005,Male,5.576753231,Music
11949,Debbie Maness,1999,Male,3.69366298,History
11950,Nicole Sommer,1999,Female,8.559362628,Chemistry
11951,Kelly Hill,2004,Female,7.104680924,Electrical Eng
11952,Deborah Davis,2002,Female,7.213341562,Art
11953,James Hamm,2003,Male,9.954614638,Statistics
11954,Miriam Musselman,2002,Female,4.97450132,Philosophy
11955,Mark Frank,2004,Male,8.55111099,Astronomy
11956,Michelle Evans,2004,Female,7.29551018,Electrical Eng
11957,Benjamin Ellison,2003,Female,9.899188386,Chemistry
11958,Douglas Machen,2002,Female,3.570004029,Psychology
11959,Micheal Ball,1999,Male,3.72215267,Computer Science
11960,Maxine Hudspeth,2000,Female,2.83658664,Art
11961,Forrest Hill,2001,Female,1.909980288,Chemistry
11962,Freddie Bosley,2000,Female,7.17589926,Computer Science
11963,Kevin Jackson,2001,Female,7.334781898,Economics
11964,Mary Dawson,2005,Female,3.436247126,Physics
11965,Enriqueta Jiminez,2001,Male,5.61947508,History
11966,Kathryn Wise,1999,Male,6.292016743,Music
11967,Anna Arthur,1999,Male,5.5391448,Statistics
11968,Richard Leab,2005,Female,1.705769832,Astronomy
11969,Michael Savarese,2000,Female,9.981599379,Statistics
11970,Ramon Howard,2001,Male,9.103592998,Engineering
11971,Kenneth Bagwell,2004,Female,7.16518448,Engineering
11972,Barbara Horowitz,1999,Male,8.274336294,Physics
11973,Marisol Williams,1999,Female,2.109937602,Statistics
11974,Cheryl Oliver,1999,Male,6.997559566,Chemistry
11975,Theodore Kiser,1999,Female,8.634572299,Engineering
11976,Kristie Sanchez,2000,Female,1.175208838,Statistics
11977,Eddie Lorenz,2003,Male,7.93476561,Computer Science
11978,Carmen Merrigan,1999,Male,5.637118264,Psychology
11979,Chanda Croshaw,1999,Female,1.99534439,Physics
11980,Steven Stone,2005,Male,2.802364237,Mathematics
11981,Sandy Wright,1999,Male,1.2004391,Psychology
11982,Raymundo Jenkins,2004,Female,2.918022271,Art
11983,Patricia Price,2004,Male,9.781536955,Statistics
11984,Violet Couture,2000,Female,3.872529286,Mathematics
11985,Rose Alvarado,2002,Female,7.11528106,Computer Science
11986,Samuel Evans,2002,Male,3.470113495,Psychology
11987,Gary Shumay,2002,Female,6.193588066,Electrical Eng
11988,Laura Traylor,2000,Male,5.675881369,Music
11989,Elmer Nau,2001,Male,9.863489806,Biology
11990,Andrew Keys,2001,Female,8.64373166,Philosophy
11991,Henry Turner,2005,Female,4.759071057,Statistics
11992,Tommy Cotton,2001,Male,3.594177185,Mathematics
11993,Marjorie Griffith,2002,Male,6.49666995,Engineering
11994,Michael Hamilton,2001,Female,1.390922705,Philosophy
11995,Ian Schroeder,2003,Male,7.657722854,History
11996,Roberto Davis,2005,Male,3.985812279,Chemistry
11997,Robert Rhoades,2001,Female,2.469822837,Biology
11998,Judith Jackson,2002,Female,7.883558434,Music
11999,Jaime Baron,1999,Female,6.874625492,Psychology
